Region,Category,Headline,Content,URL
Asia,Politics,India’s ‘new normal’ of perpetual war will damage its democracy,,https://www.aljazeera.com/opinion/
Asia,Uncategorized,Can skateboarding transform lives in Bangladesh?,,https://www.aljazeera.com/program/now-you-know/
Asia,Uncategorized,‘No guardrails’: How India-Pakistan combat obliterated old red lines,"New Delhi, India – Guns have fallen silent for now along the tense India-Pakistan frontier, after a ceasefire that appears to have held for three nights.
On May 7, India launched predawn attacks on what it called multiple “terror sites” across Pakistan to avenge the April 22 killing of 26 men, almost all of them tourists, in Indian-administered Kashmir’s resort town of Pahalgam. New Delhi accused Islamabad of backing the gunmen. Pakistan denied its involvement.
India’s aerial assault kick-started four days of heightened tension, as both neighbours fired missiles and drones at each other’s military installations in a rapidly escalating cycle that brought them to the brink of full-scale war.
Both sides have claimed to have decisively damaged, even destroyed, the other’s key strategic facilities, even though early evidence suggests more limited damage to military bases in both India and Pakistan.
Yet even as India and Pakistan arrived at a ceasefire that United States President Donald Trump insists his administration brokered, experts say something has indeed been decimated, potentially beyond repair: Old red lines that had defined the tense relationship between the South Asian neighbours.
“India and Pakistan have entered a phase of ‘armed coexistence’ with little room for diplomacy and a narrow margin for error, despite having a live and sensitive border,” Praveen Donthi, senior analyst at the International Crisis Group in New Delhi, told Al Jazeera.
“This situation does not bode well for either country or the region, because even accidental triggers could escalate into a war-like situation with no guardrails in place.”
The seeds of the India-Pakistan conflict were sown when their independence from British rule in 1947 was accompanied by a partition of the Indian subcontinent to create Pakistan.
Since then, the two neighbours have fought four wars, three of them over Kashmir, a region they both control partially along with China, which governs two thin slices in the north. India claims all of Kashmir, while Pakistan claims all parts other than the ones governed by China, its ally.
After their 1971 war that led to the creation of Bangladesh, India and Pakistan signed what is known as the Simla Agreement, which said “the two countries are resolved to settle their differences by peaceful means through bilateral negotiations.”
While Pakistan has often cited United Nations resolutions to argue for international involvement in the resolution of the Kashmir dispute, India has cited the Simla Agreement for more than half a century to insist that any negotiations between the countries be strictly bilateral.
To be sure, the US has since intervened to calm tensions between India and Pakistan: In 1999, for instance, President Bill Clinton pressured Pakistani Prime Minister Nawaz Sharif to withdraw troops from the icy heights of Indian-controlled Kargil, where they had entered. However, Washington publicly played coy about its role, allowing India to insist that the US had only helped with crisis management, not any dispute resolution mediation.
That changed on Saturday, when US President Donald Trump upstaged New Delhi and Islamabad to announce a “full and immediate” India-Pakistan ceasefire hours before the governments of Indian Prime Minister Narendra Modi or his Pakistani counterpart Shehbaz Sharif confirmed the development.
The next day, Trump went further. “I will work with you, both to see if, after a ‘thousand years,’ a solution can be arrived at concerning Kashmir,” he posted on his Truth Social platform.
And on Monday, merely 30 minutes before Modi was scheduled for his first address since India launched attacks in Pakistan, Trump told reporters at the White House that his administration had leveraged trade to reach a ceasefire. “Let’s stop [the fighting]. If you stop it, we’ll do a trade. If you don’t stop it, we’re not going to do any trade,” Trump said. “And all of a sudden they said, ‘I think we’re going to stop.’ For a lot of reasons, but trade is a big one.”
Such US mediation, were it to happen, would shatter India’s longstanding red line against mediation by other countries, say experts.
“India has consistently sought to avoid third-party involvement in the Kashmir dispute even as it has occasionally welcomed third-party help in crisis management,” Christopher Clary, a former Pentagon official and a non-resident fellow at the Washington, DC-based Stimson Center, told Al Jazeera.
When he spoke, Modi largely stuck to traditional positions he has taken after previous bouts of tension with Pakistan. He said “terror and talks cannot happen together,” and “water and blood cannot flow together,” a reference to the Indus Waters Treaty for sharing water between India and Pakistan, which New Delhi walked out of after the Pahalgam attack.
Unlike Pakistan PM Sharif, who expressed gratitude to Trump for brokering a ceasefire, Modi claimed that India had “only paused” its military action – noting the decision was taken bilaterally. He did not mention Trump or his administration.
Regardless, “the spectre of international intervention” in Kashmir has been resurrected, said Sumantra Bose, political scientist and the author of the 2021 book Kashmir at the Crossroads. He said India’s furious barrage of missiles and drones at Pakistan in response to the Pahalgam killings “catered to domestic jingoism but naturally roused global alarm”.
India might, however, be helped in avoiding actual US intervention in Kashmir by the immediacy of the Trump administration’s other foreign policy goals, like the conflicts in the Middle East and Ukraine, “that will divert already overburdened [American] policymakers to other tasks”, said Clary.
According to Bose, India and Pakistan crossed not just red lines, “but a Rubicon by attacking numerous high-population targets in cities and towns” last week.
India, in its most expansive offensive against Pakistan outside full-blown wars, said it hit “terrorist infrastructure” on May 7 as part of what it called Operation Sindoor. That was a reference to the vermillion that married Hindu women apply to their forehead, and an allusion to the manner in which the Pahalgam attack appears to have unfolded: Multiple witness accounts suggest the attackers segregated the men, then picked and hit non-Muslims.
Modi claimed, in his Monday statement, that the Indian attacks had killed more than 100 “terrorists”. Pakistan has insisted that only 31 civilians – including two children – were killed in the May attacks.
Yet both sides agree that the Indian missiles struck not just two cities – Muzaffarrabad and Kotli – in Pakistan-administered Kashmir, but also four cities in Pakistan’s Punjab province, the county’s economic heart and home to 60 percent of its population. The targets were Bahawalpur, Muridke, Shakar Garh and a village near Sialkot. This was the first time that India had struck Punjab since the 1971 war.
As tensions spiked, India accused Pakistan of unleashing a swarm of drones towards it – a charge Islamabad denied. Then India launched a wave of drones that reached Pakistan’s biggest population centres, including its two biggest cities, Karachi and Lahore. In the early hours of May 10, India and Pakistan fired missiles at each other’s military bases across multiple provinces – far beyond disputed Kashmir – even hitting a few.
Pakistan, which called its campaign Operation Bunyan Marsoos (a structure made of lead, in Arabic), targeted Indian air force bases and missile storage facilities in Drangyari, Udhampur, Uri and Nagrota (all in Indian-administered Kashmir), as well as in Pathankot, Beas and Adampur in Indian Punjab and Bhuj in Gujarat, Modi’s home state. Indian armed forces said that while they shot down most incoming missiles and drones, four air force bases suffered “limited damage”.
“We don’t know what the quantum [of Indian losses] are, but clearly Pakistan has demonstrated capability to impose costs on India even as we try to impose costs on them,” Indian military historian and strategic analyst Srinath Raghavan told Al Jazeera.
“Regarding red lines, another thing Pakistan sought to demonstrate was that they could keep this [the fighting] going till they had hit Indian military installations in retaliation.”
Meanwhile, India too targeted the Nur Khan airbase near Rawalpindi, Murid airbase in Chakwal and the Rafiqui airbase in Shorkot.
“India has shown that it is willing and capable of carrying out more strikes across the border, whether it’s a terrorist or even military infrastructure in Pakistan,” Raghavan said. India’s response went far beyond what happened in 2019, when Indian jets bombed what they described as a “terrorist camp” in Balakot, in Pakistan’s Khyber Pakhtunkhwa province, after a suicide bomber killed more than 40 Indian paramilitary soldiers.
Now, the 2025 attacks will serve as the new baseline for India, experts said.
“India would respond [in the future] on a similar scale, perhaps even a little bit more. Given the way both Balakot and the current crisis have played out, that should be the expectation,” said Raghavan.
It isn’t just missiles and drones that the two sides fired at each other, though.
Right after the Pahalgam attack, India suspended its participation in the Indus Waters Treaty, a 1960 agreement that had previously survived three wars – in 1965, 1971 and 1999 – unscathed. The treaty gives India access to the waters of the three eastern rivers of the Indus basin: The Ravi, Beas and Sutlej. Pakistan, in turn, gets the waters of the three western rivers: The Indus, Jhelum and Chenab.
The river system is a vital lifeline for Pakistan, which relies on its waters. India, as the upper riparian state, has the ability – in theory at least – to restrict or stop the flow of the water into Pakistan. Islamabad described New Delhi’s decision to walk away from its obligations under the Indus Waters Treaty as an “act of war”.
In an incendiary remark at the peak of the tensions, Pakistani former Foreign Minister Bilawal Bhutto said “either the water will flow, or their blood will,” seemingly referring to Indians.
Three days after the ceasefire was announced, India has still not recommitted itself to the pact. In his speech on Monday evening, Modi’s statement that “blood and water cannot flow together” signalled that New Delhi had not yet decided to return to the treaty.
Even as India and Pakistan ratcheted up their measures – first diplomatically, then militarily – against each other, the rest of the world was spooked by the prospect of what could have turned into a full-blown war between nuclear-armed neighbours.
Up until now, that reality of nuclear weapons has affected India’s decisions in terms of how it treats its tensions with Pakistan, said Clary, the former Pentagon official. “India’s goal is to punish Pakistan without risking nuclear danger,” he said.
But on Monday, Modi appeared to suggest that New Delhi was reassessing that approach. “India will not tolerate any nuclear blackmail. India will strike precisely and decisively at the terrorist hideouts developing under the cover of nuclear blackmail,” he said.
Modi’s comments pointed to a “fundamental shift that has occurred in relations between India and Pakistan”, Donthi, the International Crisis Group analyst, said. “Both sides are willing to take greater risks and explore the potential for escalation below the nuclear threshold. However, there is very little space there, effectively making the euphemism of the region being a nuclear flashpoint truer than ever.”
Modi’s comments on “nuclear blackmail” weren’t the only ones that marked a break from the past.
When India launched attacks against Pakistan on May 7, it emphasised that it was only targeting “terrorist” bases and not attacking Pakistani military installations. However, on Monday, Modi said that in future, “India will not differentiate between the government sponsoring terrorism and the masterminds of terrorism.”
That position raises the danger of war, said experts.
“The conflation of terrorists and their (alleged) backers – namely, the military and the government – portends serious risks,” Donthi said. “It assumes that they are in lockstep. Such an assumption doesn’t take into account facts such as the seemingly successful ceasefire.”
India and Pakistan had signed a ceasefire along the Line of Control (LoC) in 2003 and had renewed it in 2021. Despite cross-border firing along the LoC, the ceasefire had largely held until last week.
With the threshold for a military conflict lowered, “the situation has become precarious,” Donthi said.
“A single militant attack is all it takes to plunge into war, leaving no room for diplomacy and raising no questions. Any power hostile to either or both sides can exploit this.”",https://www.aljazeera.com/news/2025/5/13/no-guardrails-how-india-pakistan-combat-obliterated-old-red-lines
Asia,Uncategorized,India-Pakistan ceasefire brings hope and uncertainty,,https://www.aljazeera.com/program/newsfeed/
Asia,Uncategorized,India’s Modi says fighting ‘only paused’ in wake of conflict with Pakistan,"Prime Minister Narendra Modi has said India “only paused” its military action against Pakistan, in his first speech to the nation since a ceasefire following a fierce military confrontation last week that threatened a fifth all-out war between the nuclear-armed neighbours.
Speaking on Wednesday, the ultranationalist Hindu leader said in New Delhi that his government will not make a distinction between governments that support “terrorism” and “terrorist groups”. He said India would “retaliate on its own terms” if there is any future “terror” attack on the country.
The Indian military launched multiple missile attacks targeting sites in Pakistan and Pakistan-administered Kashmir on May 6, claiming it had hit “terrorist infrastructure”.
Pakistan rejected that claim.
Pakistan chose to “attack” India rather than combat terrorism, Modi stated, asserting that his country “will not tolerate nuclear blackmail”.
“We will be monitoring every step of Pakistan,” Modi added, saying that “This is not an era of war, but this is not an era of terrorism, either.”
Turning to the Indus Waters Treaty with Pakistan, Modi said, “Terror and trade cannot go together, water and blood cannot flow together.”
The treaty, brokered by the World Bank, has long survived multiple crises between the two rivals. However, India’s recent decision to stop the flow of water signals a sharp diplomatic shift, using water that Pakistan relies on for agricultural and civilian purposes as leverage.
Pakistan’s Finance Minister said in an interview with the Reuters news agency on Monday that the Indus Waters Treaty, unilaterally suspended by India, “has to be rolled back to where it was”.
On Monday, United States President Donald Trump claimed that by helping to broker the ceasefire, his administration had prevented “a nuclear conflict”.
New Delhi has blamed Islamabad for a deadly April 22 attack on tourists in Indian-administered Kashmir in Pahalgam, during which 26 people were killed – a charge Pakistan strongly denies.
According to their partial counts, the fighting since last week killed around 60 civilians on both sides.
India’s and Pakistan’s top military commanders were expected to revisit a recently brokered ceasefire agreement on Monday evening.
The Indian Army earlier reported a “calm night”, as authorities said the night passed peacefully across disputed Kashmir and the international border, with no new incidents reported.
A senior Indian defence official confirmed that talks, originally scheduled for noon local time, were pushed to later in the day. The discussions, analysts say, will likely focus on technical details to prevent future flare-ups rather than shape long-term policy.
Abdul Basit, a South Asia specialist at Singapore’s S Rajaratnam School of International Studies, said the purpose of the exchange is to establish clear lines and avoid missteps.
“The goal is to avoid any miscalculations, because right now one spark could quickly move towards a nuclear catastrophe,” Basit told the AFP news agency.
The spike in hostilities had marked the most serious confrontation between the nuclear-armed neighbours since their last declared conflict in 1999.
As tensions cooled, Indian authorities reopened 32 airports on Monday that had been shut down due to the fighting.
Civilians in Kashmir have suffered the most in the crossfire.
Military leaders in both countries spent Sunday delivering pointed briefings, each asserting they had won while pledging restraint.
“We have delivered the promise we made to our people,” Pakistan’s military spokesman Lieutenant General Ahmed Sharif Chaudhry declared, describing the recent operation as a “success on the battleground”.
Air Vice Marshal Aurangzeb Ahmed added that Pakistan had “re-established deterrence and neutralised key threats”.
India’s Lieutenant General Rajiv Ghai insisted that his country had shown “immense restraint,” but warned: “Any threat to the sovereignty, territorial integrity and safety of our citizens will be met with decisive force.”
Both nations remain on high alert despite the temporary calm, as the world watches for signs of lasting de-escalation or a reignition of hostilities.",https://www.aljazeera.com/news/2025/5/12/indias-modi-says-fighting-only-paused-in-wake-of-conflict-with-pakistan
Asia,Uncategorized,"UK veterans allege war crimes by British forces in Afghanistan, Iraq","Former members of the United Kingdom’s special forces have described alleged war crimes committed by British soldiers in Afghanistan and Iraq dating back over a decade.
More than 30 witnesses who served with or alongside special forces soldiers broke their silence to the BBC’s Panorama programme and spoke about illegal killings and executions of detainees, including children, during the invasions of the two countries.
David Cameron – who was prime minister from June 2010 to November 2013, the period now under scrutiny by a judge-led public inquiry into special forces – was repeatedly made aware of concerns about night raids and killings raised by then-Afghan President Hamid Karzai, according to the BBC.
A spokesman for Cameron said “any suggestion that [he] colluded in covering up allegations of serious criminal wrongdoing is total nonsense”.
The special air service and the navy’s special boat service, the UK’s top special forces units, were at the centre of the testimonies.
“They handcuffed a young boy and shot him,” recalled one veteran who served with the elite soldiers in Afghanistan. ”He was clearly a child, not even close to fighting age.”
Killing of detainees “became routine”, the veteran said, adding that the soldiers would remove plastic handcuffs from executed detainees and plant weapons by their bodies to make it look like they were fighters in photographs taken from the scene.
Another veteran with the navy’s special forces regiment said some service members displayed “barbaric” and “psychopathic” behaviour as they felt untouchable by the law.
One former soldier described the killings as something that could turn “addictive” as some soldiers became “intoxicated by that feeling” in Afghanistan.
“On some operations, the troops would go into guesthouse-type buildings and kill everyone there,” he said. “They’d go in and shoot everyone sleeping there, on entry. It’s not justified, killing people in their sleep.”
Even wounded people who did not pose a threat to anyone were executed in breach of international law, witnesses said, speaking on condition of anonymity.
A former special forces operator said an execution of an unarmed person in Iraq was never properly investigated, adding that senior commanders were aware of the problem long before deploying to Afghanistan.
The BBC also obtained new video evidence that showed squadrons kept kill counts to compete with others.
One veteran said a former colleague was trying to get kills on every single operation, having become “notorious” for killing dozens of people.
Another veteran said “everyone knew” about the killings in the UK special forces command with testimonies indicating officers would falsify postoperational reports to avoid scrutiny.",https://www.aljazeera.com/news/2025/5/12/uk-veterans-allege-war-crimes-by-british-forces-in-afghanistan-iraq
Asia,Uncategorized,India-Pakistan ceasefire celebrations despite lingering tensions,,https://www.aljazeera.com/program/newsfeed/
Asia,Sports,What to know about Virat Kohli’s retirement from Test cricket,"After 14 years playing Test matches, Virat Kohli is retiring from the national team as one of the immortals of Indian cricket.
“Honestly, I never imagined the journey this format would take me on. It’s tested me, shaped me, and taught me lessons I’ll carry for life,” Kohli wrote on Monday in his Test retirement social media post.
“There’s something deeply personal about playing in whites. The quiet grind, the long days, the small moments that no-one sees but that stay with you forever,” he added.
Here is all to know about the retirement of India’s hugely impactful batter and captain:
Kohli’s declining form in the five-day format of cricket may have prompted his decision to call it a day.
After averaging close to 55 at his peak between 2011 and 2019, he could muster a batting average of just 32.56 over the past 24 months.
Kohli’s last Test was in Sydney in January when India lost the match, and with it the series 3-1, to Australia.
Apart from an unbeaten century in the second innings of the first Test in Perth, Kohli managed just 90 runs from eight innings in the five-Test series.
Kohli has previously cited mental fatigue and injuries as other reasons to consider retirement.
“As I step away from this format, it’s not easy – but it feels right. I’ve given it everything I had, and it’s given me back so much more than I could’ve hoped for,” Kohli said.
Kohli used #269 in his Instagram post while announcing his retirement on Monday.
The number denotes Kohli as the 269th player who represented India in Test cricket.
Kohli will continue to play for the Indian cricket team in One-Day International (ODI) matches, but with Test match commitments removed from his schedule, he will now have more time to pursue other interests outside of the game.
The 36-year-old has an expanding business empire in India. He is an active investor in large-scale fitness, hospitality and clothing companies such as Chisel fitness centre, Rage Coffee, sportswear brand One8, WROGN menswear brand and Blue Tribe, to name just a few.
He is also a global brand ambassador for multiple international companies, including Puma, Audi and Vivo.
Unlike many top cricketers, Kohli has not indicated that he will pursue a cricket commentary career, but he has repeatedly talked about giving back to the game in some form, with coaching a possible option in the future.
In December 2024, it was widely reported that Kohli was planning to leave India and settle in London with his wife, actor Anushka Sharma, and their two children, daughter Vamika and son Akaay, according to his childhood cricket coach Rajkumar Yadav, who hinted at the impending move in an interview with Hindi newspaper Dainik Jagran.
It has been reported that Kohli’s net worth is about 96 million pounds ($126m) from salaries, businesses and endorsement deals.
Married to a Bollywood star, Kohli has 272 million followers on Instagram and 67.8 million on X – making him one of the most followed sports stars on the planet.
His popularity has been a key factor behind cricket’s return to the Olympics at the 2028 Games in Los Angeles, the organisers acknowledged last year.
Greg Chappell, former Australia captain:
“Kohli redefined expectations, challenged conventions, and symbolised the self-assured, unapologetic India of the 21st century,” Chappell said in a piece on ESPN CricInfo.
“His departure leaves not only a statistical void but a seismic shift in energy – for there has never been another quite like him.
“No Indian captain had ever marshalled a team to such commanding overseas dominance. And no batter since Tendulkar had so unequivocally ruled in every continent.”
Jasprit Bumrah, India bowler:
“From making my Test debut under your captaincy to reaching new heights together for our country, your passion and energy will be missed but the legacy you leave behind remains unmatched.”
Sanath Jayasuriya, former Sri Lanka captain:
“While the world celebrates your cricketing brilliance and records, what I admire most is your unwavering commitment to fitness and the sacrifices you’ve made behind the scenes.”
Yashasvi Jaiswal, India’s opening batsman:
“The impact you’ve had on test cricket, and on cricket in India as a whole, is immeasurable. To have had the chance to share the pitch with you – someone I looked up to for so many years – was more than just a privilege; it was a moment I’ll carry with me forever.”",https://www.aljazeera.com/sports/2025/5/12/why-did-virat-kohli-retire-from-tests-and-what-does-269-mean
Asia,Uncategorized,"History Illustrated: India, Pakistan and the fight for Kashmir",History Illustrated is a series of perspectives that puts news events and current affairs into historical context using graphics generated with artificial intelligence.,https://www.aljazeera.com/gallery/2025/5/12/india-pakistan-and-the-fight-for-kashmir
Asia,Sports,India great Virat Kohli follows Rohit Sharma into Test cricket retirement,"India batsman Virat Kohli announced his retirement from Test cricket, bringing down the curtain on a sparkling career in the longest format just days after captain Rohit Sharma did the same.
Kohli, who made his debut in 2011 and scored 30 centuries and 9,230 runs at an average of 46.85 over 123 tests, is expected to remain available for one-day internationals.
The 36-year-old quit Twenty20 International immediately after India won their second 20-over World Cup trophy in the West Indies last year.
“It’s been 14 years since I first wore the baggy blue in test cricket. Honestly, I never imagined the journey this format would take me on,” Kohli posted on Instagram on Monday.
“It’s tested me, shaped me, and taught me lessons I’ll carry for life.
“There’s something deeply personal about playing in whites. The quiet grind, the long days, the small moments that no one sees but that stay with you forever.”
While Kohli’s final test wrapped up a 3-1 test series defeat by Australia in January, which saw India relinquish the Border-Gavaskar Trophy for the first time in a decade, he will be remembered most for his spell as captain between 2014 and 2022.
Kohli won 40 of his 68 tests in charge of India to become the country’s most successful skipper in the format, and sits fourth in the list of captains with the most test victories.
Only Graeme Smith (53), Ricky Ponting (48) and Steve Waugh (41) won more tests as captains.
India suffered only 17 defeats with Kohli at the helm as he guided the side to the final of the inaugural World Test Championship in 2021, when they lost to New Zealand.
He was also part of the team that lost the second World Test Championship final to Australia in 2023.
“I’m walking away with a heart full of gratitude – for the game, for the people I shared the field with, and for every single person who made me feel seen along the way,” he added.
“I’ll always look back at my test career with a smile.”
India’s next test assignment is a five-match series in England from June 20.",https://www.aljazeera.com/sports/2025/5/12/virat-kohli-announces-retirement-from-test-cricket
Asia,Politics,Pakistan’s stance against “all-out war” should be taken seriously,,https://www.aljazeera.com/program/quotable/
Asia,Sports,"As India, Pakistan claim win, Kashmiris ask: ‘Who suffered the most?’","Srinagar, Indian-administered Kashmir — On Saturday morning at Fateh Kadal, a densely packed neighbourhood on the sloping embankment of the Jhelum River in Srinagar, Indian-administered Kashmir’s largest city, 62-year-old Hajira wrapped a cotton scarf with a brown paisley design around her shoulders.
With her face muscles tense and sweat beading across her upper lip, she sat on the cement floor of a government-run grains store.
“Can you make it quick?” she called to the person manning the store.
Hajira comes to the store every month to submit her biometric details, as required by the government to secure the release of her monthly quota of subsidised grains, which her family of four depends on.
But this time was different. The past few days have been unprecedented for residents of Indian-administered Kashmir. Drones hovered overhead, airports were shut down, explosions rang out, people were killed in cross-border fire, and the region prepared for the possibility of an all-out war.
“He made me stand in the queue,” she said, flinching from knee pain, referring to the store operator. “But there’s uncertainty around. I just want my share of rice so I can quickly return. A war is coming.”
Then, on Saturday evening, Hajira breathed a sigh of relief. United States President Donald Trump announced that he had succeeded in mediating a ceasefire between India and Pakistan.
“I thank God for this,” Hajira said, smiling sheepishly. “Perhaps he understood that I didn’t have the means to endure the financial hardship that a war-like situation would have caused.”
On Sunday morning, Trump went a step further, saying in a post on his Truth Social platform that he would try to work with India and Pakistan to resolve their longstanding dispute over Kashmir, a region both countries partly control but claim in its entirety.
Political analyst Zafar Choudhary, based in the city of Jammu in southern Kashmir, told Al Jazeera that New Delhi would not be happy about Trump’s statement. India has long argued that Pakistan-sponsored “terrorism” is the primary reason for tensions between the nuclear-armed neighbours.
However, “Trump’s offer underlines the fact that Kashmir remains central to India-Pakistan confrontations”, Choudhary said.
And for Kashmiris, the hope stemming from the fragile pause in fighting between India and Pakistan, and Trump’s offer to mediate talks on Kashmir, is tempered by scepticism borne from a decades-long, desperate wait for peace.
Hundreds of thousands of Kashmiris stood in the direct line of fire between India and Pakistan in recent days.
As the neighbouring nations launched missiles and drones at each other, Kashmiri communities near the Line of Control (LoC), the de facto border with Pakistan, also witnessed cross-border shelling on a scale unseen in decades, triggering an exodus of people towards safer locations.
The shadow of conflict has stalked their lives for nearly four decades, since an armed rebellion first erupted against the Indian government in the late 1980s. Then, in 2019, the government scrapped Kashmir’s semi-autonomous status amid a huge security crackdown – thousands of people were imprisoned.
On April 22, a brutal attack by gunmen on tourists at Pahalgam killed 26 civilians, shattering the normalcy critics had accused India of projecting in the disputed region.
Since then, in addition to a diplomatic tit-for-tat and missile exchanges with Pakistan, the Indian government has intensified its crackdown on the armed groups active in Kashmir.
It has demolished the homes of rebels accused of links to the Pahalgam attack, raided other homes across the region and detained approximately 2,800 people, 90 of whom have been booked under the Public Safety Act, a draconian preventive detention law. The police also summoned many journalists and arrested at least one for “promoting secessionist ideology”.
By Sunday, while a sense of jubilation swept through the region over the ceasefire, many people were still cautious, doubtful even, about whether the truce brokered by Trump would hold.
Just hours after both countries declared a cessation of hostilities, loud explosions rang out in major urban centres across Kashmir as a swarm of kamikaze drones from Pakistan raced across the airspace.
Many residents raced to the terraces of their apartments and homes to capture videos of the drones being brought down by India’s defence systems, a trail of bright red dots arcing across the night sky before exploding midair.
As part of the emergency protocols, the authorities turned off the electricity supply. Fearing that the debris from drones would fall on them, residents ran for safety. The surge of drones through the night skies also touched off sirens, triggering a sense of dread.
“I don’t think I have ever been more frightened before,” said Hasnain Shabir, a 24-year-old business graduate from Srinagar. “The streets have been robbed of all their life. If the prelude to war looks like this, I don’t know what war will look like.”
Hours after the ceasefire was announced on Saturday, India accused Pakistan of violating it by shelling border regions. Residents across major towns in Kashmir were on their toes, once again, after drones reappeared in the skies.
One of the worst-affected places in Kashmir during these days is Uri, a picturesque town of pear orchards and walnut groves close to India’s contested border with Pakistan.
The village is surrounded by majestic mountains through which the Jhelum flows. It is the final frontier on the Indian-administered side before the hills pave the way to Pakistan-administered Kashmir.
Parts of Uri saw intense shelling, forcing the residents to leave their homes and look for safety. On May 8, officials told Al Jazeera that a woman, Nargis Bashir, was killed in her car as she and her family tried to flee the border region, like thousands of others, after flying shrapnel tore through the vehicle. Three of her family members were wounded.
Muhammad Naseer Khan, 60, a former serviceman, was huddling in his room when Pakistani artillery fire hit a nearby military post, with metal shards blasting through the walls of his house. “The blast has damaged one side of my home,” Khan said, wearing a traditional blue shirt and a tweed coat.
“I don’t know if this place is even liveable,” he said, his bright blue eyes betraying a sense of fear.
Despite the ceasefire, his two daughters and many others in his family who had left for a relative’s house, away from the disputed border, are sceptical about returning. “My children are refusing to return. They have no guarantee that guns won’t roar again,” he said.
Suleman Sheikh, a 28-year-old resident in Uri, recalled his childhood years when his grandfather would talk about the Bofors artillery guns stationed inside a military garrison in the nearby village of Mohra.
“He told us that the last time this gun had roared was in 1999, when India and Pakistan clashed on the icy peaks of Kargil. It is a conventional belief here that if this gun roared again, things are going to get too bad,” he said.
That is what happened at 2am on May 8. As the Bofors guns in Mohra prepared to fire ammunition across the mountains into Pakistan, Sheikh felt the ground shaking beneath him. An hour and a half later, a shell fired from the other side hit an Indian paramilitary installation nearby, making a long hissing noise before striking with a thud.
Hours after Sheikh spoke to Al Jazeera, another shell landed on his home. The rooms and the portico of his house collapsed, according to a video he shared with Al Jazeera later.
He had refused to leave his home despite his family’s pleas to join them. “I was here to protect our livestock,” Sheikh said. “I didn’t want to leave them alone.”
Unlike the rest of the Kashmir valley, where apple cultivation brings millions of dollars in income for the region, Uri is relatively poor. Villagers mostly work odd jobs for the Indian Army, which maintains large garrisons there, or farm walnuts and pears. Livestock rearing has turned into a popular vocation for many in the town.
“We have the firsthand experience of what war feels like. It is good that the ceasefire has taken place. But I don’t know if it will hold or not,” Sheikh said, his face downcast. “I pray that it does.”
Back in Srinagar, residents are slowly returning to the rhythm of their daily lives. Schools and colleges remain closed, and people are avoiding unnecessary travel.
The scenes of racing drone fleets in the skies and the accompanying blasts are seared into public memory. “Only in the evening will we come to know whether this ceasefire has held on,” said Muskaan Wani, a student of medicine at Government Medical College, Srinagar, on Sunday.
It did, overnight, but the tension over whether it will last remains.
Political experts attribute the general scepticism about the ceasefire to the unresolved political issues in the region – a point that was echoed in Trump’s statement on Sunday, in which he referred to a possible “solution concerning Kashmir”.
“The problem to begin with is the political alienation [of Kashmiris],” said Noor Ahmad Baba, a former professor and head of the political science department at the University of Kashmir.
“People in Kashmir feel humiliated for what has happened to them in the last few years, and there haven’t been any significant efforts to win them over. When there’s humiliation, there is suspicion.”
Others in Indian-administered Kashmir expressed their anger at both countries for ruining their lives.
“I doubt that our feelings as Kashmiris even matter,” said Furqan, a software engineer in Srinagar who gave his first name only. “Two nuclear powers fought, caused damage and casualties at the borders, gave their respective nations a spectacle to watch, their goals were achieved, and then they stopped the war.
“But the question is, who suffered the most? It’s us. For the world, we are nothing but collateral damage.”
Furqan said his friends were sceptical about the ceasefire when the two countries resumed shelling on the evening of May 10.
“We all already were like, ‘It is not gonna last,'” he said. “And then we heard the explosions again.”
Muneeb Mehraj, a 26-year-old resident of Srinagar who studies management in the northern Indian state of Punjab, echoed Furqan.
“For others, the war may be over. A ceasefire has been declared. But once again, it’s Kashmiris who have paid the price – lives lost, homes destroyed, peace shattered,” he said. “How long must this cycle continue?”
“We are exhausted,” Mehraj continued. “We don’t want another temporary pause. We want a lasting, permanent solution.”",https://www.aljazeera.com/news/2025/5/12/we-want-permanent-solution-fear-and-fatigue-in-kashmir-after-ceasefire
US & Canada,Politics,Video: Trump comments on meeting with Syria’s al-Sharaa,,https://www.aljazeera.com/program/newsfeed/
